Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
MARC VAI VER A KATY,@goneboymarc,2024-04-03T23:46:56.000Z,False,"Harleys in Hawaii - 500M

————-BARREIRA————-

Bloody Mary  - 443M",16,19,93,11K,[],[],[],https://pbs.twimg.com/profile_images/1728251324817440768/zyVsF4Md_normal.jpg,https://twitter.com/goneboymarc/status/1775671358686400955,tweet_id:1775671358686400955
i make beats ✞,@DonDadaNYC,2024-04-03T18:03:48.000Z,True,Damn nigga you bought this from God????,809,22K,174K,5.7M,[],[],[],https://pbs.twimg.com/profile_images/1763449236950036480/_cCToPnD_normal.jpg,https://twitter.com/DonDadaNYC/status/1775585006322163891,tweet_id:1775585006322163891
billboard,@billboard,2024-04-02T22:21:06.000Z,True,Lizzo Clarifies What She Meant With ‘I Quit’ Statement: ‘I’m Going to Keep Being Me’,5,5,39,22K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775287366497730625,tweet_id:1775287366497730625
Tate Media,@cobratatemedia,2024-03-31T19:21:10.000Z,True,Andrew Tate's COLDEST moment in fighting,58,215,2.7K,219K,[],[],[],https://pbs.twimg.com/profile_images/1749874628023992320/ac1SqWs3_normal.jpg,https://twitter.com/cobratatemedia/status/1774517312554402106,tweet_id:1774517312554402106
billboard,@billboard,2024-04-02T04:00:19.000Z,True,"John Summit, Dom Dolla, Kaskade & More to Headline Desert Nights’ Coachella Parties",5,4,53,25K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775010346383692280,tweet_id:1775010346383692280
Whale Alert,@whale_alert,2024-04-03T16:03:03.000Z,True,"💵 💵 💵 💵 💵 💵 💵 💵 💵 💵  1,000,000,000 #USDT (1,000,027,499 USD) minted at Tether Treasuryhttps://whale-alert.io/transaction/tron/6f142b21fe6a11f413e68c71cb91c6e448f407408547b0f49d3da3e0cb6a3fad…",247,783,3.1K,659K,['#USDT'],[],"['\\U0001f4b5', '\\U0001f4b5', '\\U0001f4b5', '\\U0001f4b5', '\\U0001f4b5', '\\U0001f4b5', '\\U0001f4b5', '\\U0001f4b5', '\\U0001f4b5', '\\U0001f4b5']",https://pbs.twimg.com/profile_images/1132579647374417921/9ifIGXEQ_normal.png,https://twitter.com/whale_alert/status/1775554616375062865,tweet_id:1775554616375062865
billboard,@billboard,2024-04-03T14:29:05.000Z,True,.@jonmcreynolds & Marvin Winans’ ‘Able’ Tops Gospel Airplay Chart,5,5,36,14K,[],['@jonmcreynolds'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775530968876454296,tweet_id:1775530968876454296
.......,@DollaJetSkii2,2024-04-02T14:09:14.000Z,False,"Seeing sht like this back to back at EVERY show puts into perspective who it is NICKI MINAJ is in REAL LIFE, so going back & forth with føøls on here trying to prove a point is so useless. Nothing “negative” on here should even phase y'all, let them live in their delusion.",67,948,3.5K,113K,[],[],[],https://pbs.twimg.com/profile_images/1518163162742337537/_KtJSe3j_normal.jpg,https://twitter.com/DollaJetSkii2/status/1775163586324672871,tweet_id:1775163586324672871
billboard,@billboard,2024-04-02T22:40:11.000Z,True,Beyoncé Thanks Jack White for Inspiring ‘Cowboy Carter’,4,27,164,27K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775292169785372822,tweet_id:1775292169785372822
BBC News (World),@BBCWorld,2024-04-02T03:00:09.000Z,True,Google to delete records from Incognito tracking,55,62,176,179K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1774995206938427659,tweet_id:1774995206938427659
Cristiano Ronaldo,@Cristiano,2024-04-02T21:11:56.000Z,True,We are not slowing down! 🚄 ⚽️⚽️⚽️,11K,46K,485K,37M,[],[],"['\\U0001f684', '\\u26bd\\ufe0f', '\\u26bd\\ufe0f', '\\u26bd\\ufe0f']",https://pbs.twimg.com/profile_images/1594446880498401282/o4L2z8Ay_normal.jpg,https://twitter.com/Cristiano/status/1775269961365405774,tweet_id:1775269961365405774
Hardwhite,@HARDWHlTE,2024-04-02T22:26:57.000Z,True,we blinked,36,963,7.6K,128K,[],[],[],https://pbs.twimg.com/profile_images/1717604239348789248/wsP_URU4_normal.jpg,https://twitter.com/HARDWHlTE/status/1775288839910695333,tweet_id:1775288839910695333
billboard,@billboard,2024-04-03T16:59:04.000Z,True,Lady Gaga’s Harley Quinn Speaks!: Listen to the First Taste of Singer’s Character in ‘Joker: Folie à Deux’,3,49,309,18K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775568715221787117,tweet_id:1775568715221787117
BBC News (World),@BBCWorld,2024-04-02T05:15:36.000Z,True,UK surfer Laura Crane in class of her own at big wave spot Nazare,22,29,97,132K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775029293170528290,tweet_id:1775029293170528290
JT ☆,@ThegirlJT,2024-04-03T18:25:42.000Z,True,BUT YOU DID A GOOD JOB OF REALLY FUCKIN UP MY DAY!,47,6K,13K,538K,[],[],[],https://pbs.twimg.com/profile_images/1720485734329507840/yZzh2-Hg_normal.jpg,https://twitter.com/ThegirlJT/status/1775590515217760634,tweet_id:1775590515217760634
DogeDesigner,@cb_doge,2024-04-02T15:09:57.000Z,True,Congrats,2,0,11,2.6K,[],[],[],https://pbs.twimg.com/profile_images/1498070100393754625/C2V-fbll_normal.jpg,https://twitter.com/cb_doge/status/1775178865276850640,tweet_id:1775178865276850640
Culture Crave,@CultureCrave,2024-04-03T21:04:20.000Z,True,"Julia Garner is playing a female Silver Surfer in #FantasticFour 

(via @Deadline)",1.4K,3K,30K,4.3M,['#FantasticFour'],['@Deadline'],[],https://pbs.twimg.com/profile_images/1664217243318898689/6NSy8twT_normal.png,https://twitter.com/CultureCrave/status/1775630437203021994,tweet_id:1775630437203021994
BITCOINLFG®,@bitcoinlfgo,2024-04-03T15:04:18.000Z,True,"BIG BREAKING 🚨COINBASE GOES BIG ON #BITCOIN 

 Coinbase partners with Lightspark to integrate Bitcoin Lightning Network.",54,205,1.1K,29K,['#BITCOIN'],[],['\\U0001f6a8'],https://pbs.twimg.com/profile_images/1615632961260630016/xalL53Zd_normal.jpg,https://twitter.com/bitcoinlfgo/status/1775539831411720659,tweet_id:1775539831411720659
AKOSS,@Akossxo,2024-04-02T23:31:54.000Z,False,"I hate pending transactions. Please, just take the money.",43,6.8K,39K,760K,[],[],[],https://pbs.twimg.com/profile_images/1772992656781475840/RakMyDE-_normal.jpg,https://twitter.com/Akossxo/status/1775305186556145962,tweet_id:1775305186556145962
WWSHAK,@WWSHAK,2024-04-03T20:43:49.000Z,False,Pensando en que ya me aprendí todas las canciones de “Las Mujeres Ya No Lloran” y ahora tendré que esperar mínimo 7 años para que Shakira saque nuevo álbum. 😥,4,19,209,4.2K,[],[],['\\U0001f625'],https://pbs.twimg.com/profile_images/1742342051969040384/QYf-0bZi_normal.jpg,https://twitter.com/WWSHAK/status/1775625273364644065,tweet_id:1775625273364644065
LIYAH,@liyaahdoll,2024-04-03T04:19:31.000Z,False,100/10 ! Amazing show @NICKIMINAJ 🥰🥰🥰🥰🥰🥰🥰 #GagCityBaltimore,12,89,674,50K,['#GagCityBaltimore'],['@NICKIMINAJ'],"['\\U0001f970', '\\U0001f970', '\\U0001f970', '\\U0001f970', '\\U0001f970', '\\U0001f970', '\\U0001f970']",https://pbs.twimg.com/profile_images/1775398915136753664/XjEgxpdj_normal.jpg,https://twitter.com/liyaahdoll/status/1775377564950843430,tweet_id:1775377564950843430
CoinGecko,@coingecko,2024-04-03T08:33:35.000Z,True,"Top 8 Most Profitable Crypto Narratives in 2024

1. Memecoin - 1313%
2. RWA - 286%
3. AI - 222%
4. DeFi - 99%
5. DePIN - 81%
6. Layer 1 - 70%
7. Gaming - 64%
8. Layer 2 - 39%",321,885,3.4K,485K,[],[],[],https://pbs.twimg.com/profile_images/1604796574415978496/SIffz3a6_normal.jpg,https://twitter.com/coingecko/status/1775441505903313282,tweet_id:1775441505903313282
kait,@ANTLERQUEER,2024-04-02T20:50:31.000Z,False,if i was famous i’d make a fanpage for myself and post “rares” that literally no one has ever seen because I TOOK THEM and everyone would be like “how does this person always have rare pics😢” bc i am her duh,240,7K,99K,2.6M,[],[],['\\U0001f622'],https://pbs.twimg.com/profile_images/1775481513330589696/wsr2cnJW_normal.jpg,https://twitter.com/ANTLERQUEER/status/1775264572582367382,tweet_id:1775264572582367382
Raymonte,@BDTRELILBROTHER,2024-04-03T18:57:06.000Z,True,I can’t say nothing every body gets offended over every little thing,403,1K,5.4K,487K,[],[],[],https://pbs.twimg.com/profile_images/1773560784049655808/7zwFUiXx_normal.jpg,https://twitter.com/BDTRELILBROTHER/status/1775598418401886310,tweet_id:1775598418401886310
lizzy p,@dontcaIImyname,2024-04-03T23:22:21.000Z,False,I wish Gaga would stop bringing her hair & makeup friends with her for her movie projects too so we could see…how do I put this nicely…,15,53,836,65K,[],[],[],https://pbs.twimg.com/profile_images/1697964958003105792/o64j3GO4_normal.jpg,https://twitter.com/dontcaIImyname/status/1775665170947166563,tweet_id:1775665170947166563
Sulaiman Ahmed,@ShaykhSulaiman,2024-04-03T14:18:34.000Z,True,"FAKE NATIONALIST ZIONIST AGENTS 

Not a word from these fake nationalists about the 3 former BRITISH MILITARY members killed by Israel. 

Israel First",260,1.3K,5.4K,379K,[],[],[],https://pbs.twimg.com/profile_images/1700278076557385728/oU_L6-Vs_normal.jpg,https://twitter.com/ShaykhSulaiman/status/1775528323889643849,tweet_id:1775528323889643849
Andrew Tate,@Cobratate,2024-04-03T14:22:55.000Z,True,Super valid point.,65,168,3.1K,126K,[],[],[],https://pbs.twimg.com/profile_images/1728837013023895552/nCHrdjlh_normal.jpg,https://twitter.com/Cobratate/status/1775529417483166071,tweet_id:1775529417483166071
Lark Davis,@TheCryptoLark,2024-04-03T17:30:01.000Z,True,"Every dip is just the universe's way of asking: 

""Do you have the courage to double down on your dreams?""",107,59,446,29K,[],[],[],https://pbs.twimg.com/profile_images/1636319871536451589/-RYWuEdC_normal.jpg,https://twitter.com/TheCryptoLark/status/1775576504576995649,tweet_id:1775576504576995649
5hahem aka Dr. Durag,@shaTIRED,2024-04-03T19:34:52.000Z,False,raymonte is not wrong.,119,2K,7.9K,430K,[],[],[],https://pbs.twimg.com/profile_images/1753115074116399104/HhuSbfqG_normal.jpg,https://twitter.com/shaTIRED/status/1775607920501072100,tweet_id:1775607920501072100
Katy Perry Daily Brasil,@katydailybrasil,2024-04-03T22:49:02.000Z,True,"Nova estátua de cera de Katy Perry inaugurada no Dreamland Museu, em Gramado, Rio Grande do Sul.",58,129,300,33K,[],[],[],https://pbs.twimg.com/profile_images/1757200792266706946/kEVv8akg_normal.jpg,https://twitter.com/katydailybrasil/status/1775656785447096537,tweet_id:1775656785447096537
NSFVoyager2,@NSFVoyager2,2024-04-04T00:00:28.000Z,True,I am currently 18h 53m 16s of light travel time from Earth (2024:095:000000:1L),1,36,266,7.9K,[],[],[],https://pbs.twimg.com/profile_images/61397437/craft1-browse_normal.jpg,https://twitter.com/NSFVoyager2/status/1775674764045983979,tweet_id:1775674764045983979
Conan Gray Brasil,@conangraybrasil,2024-04-03T21:52:13.000Z,False,"Conan Gray disse no Talk Shop Live que sua música favorita das que ainda não foram lançadas do Found Heaven é “Fainted Love”, mas que sua favorita do álbum todo é “Alley Rose”!",3,5,77,1.3K,[],[],[],https://pbs.twimg.com/profile_images/1755792798136082432/O1bb7ZZg_normal.jpg,https://twitter.com/conangraybrasil/status/1775642488188903540,tweet_id:1775642488188903540
ice spice ☆,@icespicee_,2024-04-03T19:53:20.000Z,True,no offense bardi its cus i have a dominican parent & a black one 😭🖤,2.9K,10K,46K,18M,[],[],"['\\U0001f62d', '\\U0001f5a4']",https://pbs.twimg.com/profile_images/1741712080003100672/Reg8T25n_normal.jpg,https://twitter.com/icespicee_/status/1775612570298392581,tweet_id:1775612570298392581
Film Updates,@FilmUpdates,2024-04-03T01:13:29.000Z,True,What is your most anticipated performance of 2024?,364,740,4.2K,675K,[],[],[],https://pbs.twimg.com/profile_images/1339620577523462147/8Sb_cCzd_normal.jpg,https://twitter.com/FilmUpdates/status/1775330750587695366,tweet_id:1775330750587695366
Deets,@ScottieBeam,2024-04-03T21:12:11.000Z,False,Race vs Ethnicity vs Nationality be beating my community ass.,41,2.4K,8.4K,254K,[],[],[],https://pbs.twimg.com/profile_images/1600283165439967232/KZ5rP3NF_normal.jpg,https://twitter.com/ScottieBeam/status/1775632411679694885,tweet_id:1775632411679694885
Borscht the T is silent,@InternetHippo,2024-04-03T02:28:57.000Z,False,It's cute when kids say what they want to be when they grow up. You're gonna write emails on the computer buddy,138,10K,117K,5M,[],[],[],https://pbs.twimg.com/profile_images/1608921145864237061/6jLuKzve_normal.jpg,https://twitter.com/InternetHippo/status/1775349739971887588,tweet_id:1775349739971887588
World Music Awards,@WORLDMUSICAWARD,2024-04-03T14:45:58.000Z,True,#KatyPerry's “Harleys In Hawaii” has surpassed 500 MILLION streams on Spotify.  It’s her 15th song to reach this Milestone! 💪🏍️ ☀️💥5⃣0⃣0⃣Ⓜ️✖️1⃣5⃣🎶🔥👑🩷,0,25,184,4.7K,['#KatyPerry'],[],"['\\U0001f4aa', '\\U0001f3cd\\ufe0f', '\\u2600\\ufe0f', '\\U0001f4a5', '5\\u20e3', '0\\u20e3', '0\\u20e3', '\\u24c2\\ufe0f', '\\u2716\\ufe0f', '1\\u20e3', '5\\u20e3', '\\U0001f3b6', '\\U0001f525', '\\U0001f451', '\\U0001fa77']",https://pbs.twimg.com/profile_images/1067055979022422017/DhH2yiFc_normal.jpg,https://twitter.com/WORLDMUSICAWARD/status/1775535219463889334,tweet_id:1775535219463889334
My Name Is James,@_JamesGtfo,2024-04-03T01:17:59.000Z,False,Fun Fact: All of Lady Gaga’s lead roles are for films rated R,6,96,1.2K,23K,[],[],[],https://pbs.twimg.com/profile_images/1610033668898037761/FexbNJ8S_normal.jpg,https://twitter.com/_JamesGtfo/status/1775331881824727249,tweet_id:1775331881824727249
ShakiraXpace,@ShakiraXpace,2024-04-03T03:29:25.000Z,False,🚨 tenemos nueva colaboración en camino y es ya inminente!!!,16,19,218,11K,[],[],['\\U0001f6a8'],https://pbs.twimg.com/profile_images/1774630115789434880/jt3df4bB_normal.jpg,https://twitter.com/ShakiraXpace/status/1775364957275668668,tweet_id:1775364957275668668
BBC News (World),@BBCWorld,2024-04-02T21:06:24.000Z,True,Pouria Zeraati: Three accused of TV presenter attack have left UK,32,17,89,132K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775268568235680145,tweet_id:1775268568235680145
Austin Barnard,@austinbarnard45,2024-04-03T10:21:12.000Z,True,Starship will be on Mars within the decade and I can’t wait to help build the booster that’ll send it on its way😤🔥🚀,48,61,951,91K,[],[],"['\\U0001f624', '\\U0001f525', '\\U0001f680']",https://pbs.twimg.com/profile_images/1740917320405409792/aSHwO66p_normal.jpg,https://twitter.com/austinbarnard45/status/1775468588062961814,tweet_id:1775468588062961814
spy,@spy__leaks,2024-04-03T13:28:39.000Z,False,Katy Perry’s lead single between April and May. The music video is ready. Xx,14,60,576,24K,[],[],[],https://pbs.twimg.com/profile_images/1767355691574923264/6LuhXQA-_normal.jpg,https://twitter.com/spy__leaks/status/1775515762188247533,tweet_id:1775515762188247533
pop culture gal,@allurequinn,2024-04-02T16:13:02.000Z,True,joker 2 soundtrack album under gaga’s label OMGGG,15,255,3.1K,88K,[],[],[],https://pbs.twimg.com/profile_images/1698738784991592448/tovSlquU_normal.jpg,https://twitter.com/allurequinn/status/1775194740138586150,tweet_id:1775194740138586150
NASA's Kennedy Space Center,@NASAKennedy,2024-04-03T18:11:46.000Z,True,"It's a stormy day at the spaceport!

What's the weather like for you? ⤵️",53,55,596,48K,[],[],['\\u2935\\ufe0f'],https://pbs.twimg.com/profile_images/1113501416558141440/csp6nhvI_normal.png,https://twitter.com/NASAKennedy/status/1775587009412637036,tweet_id:1775587009412637036
JUAN,@kalisredmoon,2024-04-03T17:58:23.000Z,True,It’s crazy how it all happened when she was 33… just like Jesus,11,156,1.2K,54K,[],[],[],https://pbs.twimg.com/profile_images/1770625605995753472/hXwOwWsY_normal.jpg,https://twitter.com/kalisredmoon/status/1775583639343902920,tweet_id:1775583639343902920
Bradley,@bradleyberdecia,2024-04-02T17:46:51.000Z,True,the fact that it never charted on the hot 100 is insane,40,369,6.6K,342K,[],[],[],https://pbs.twimg.com/profile_images/1756497140518404096/dW3E0tpo_normal.jpg,https://twitter.com/bradleyberdecia/status/1775218352127971735,tweet_id:1775218352127971735
jake™,@jaketingz,2024-04-02T18:18:11.000Z,False,Look how cute we are 😍🥹🩷@caliboycomplex @socialenemy_ @SleezeMaraj,19,109,1K,46K,[],"['@caliboycomplex', '@socialenemy_', '@SleezeMaraj']","['\\U0001f60d', '\\U0001f979', '\\U0001fa77']",https://pbs.twimg.com/profile_images/1729244339287547904/VOmZWPqA_normal.jpg,https://twitter.com/jaketingz/status/1775226234668040531,tweet_id:1775226234668040531
billboard,@billboard,2024-04-03T20:49:12.000Z,True,Doja Cat Says She Doesn’t ‘Care’ About Music Leaks: ‘There’s Nothing I Can Do About It’,5,22,85,19K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775626629806502072,tweet_id:1775626629806502072
MyDoge Wallet,@MyDogeOfficial,2024-04-02T23:17:06.000Z,True,Will you buy a Tesla with Dogecoin?,91,84,555,20K,[],[],[],https://pbs.twimg.com/profile_images/1656530956801523719/SC7nEKMa_normal.png,https://twitter.com/MyDogeOfficial/status/1775301460516864079,tweet_id:1775301460516864079
DogeDesigner,@cb_doge,2024-04-02T23:18:49.000Z,True,💯,5,4,74,4.9K,[],[],['\\U0001f4af'],https://pbs.twimg.com/profile_images/1498070100393754625/C2V-fbll_normal.jpg,https://twitter.com/cb_doge/status/1775301894790914375,tweet_id:1775301894790914375
BBC Breaking News,@BBCBreaking,2024-04-02T19:59:37.000Z,True,"Names of three British aid workers killed in Israeli strike in Gaza are John Chapman, James Henderson and James Kirby, BBC establishes https://bbc.in/3xsDKIm",252,478,1.1K,845K,[],[],[],https://pbs.twimg.com/profile_images/1150716997254209536/M7gkjsv5_normal.jpg,https://twitter.com/BBCBreaking/status/1775251764507255101,tweet_id:1775251764507255101
